text,label,lang,volumeValue,volumeDelta,favoriteNumber,favoriteName
mere lyd,volumeUp,da,,,,
ville du spille favorit 8,playFavoriteByNumber,da,,,8,
vil du venligst sætte lydstyrken til 50,setVolume,da,50,,,
now that's enough,stop,en,,,,
vær venlig at spille favorit fem,playFavoriteByNumber,da,,,5,
venligst få det til at stoppe,stop,da,,,,
increase volume by 25 now,volumeUp,en,,25,,
kan du venligst sætte lydstyrken til 90,setVolume,da,90,,,
stands musikken,stop,da,,,,
good real quick,confirm,en,,,,
ville du venligst afspille musik,playDefault,da,,,,
kan du vise mine favoritter,listFavorites,da,,,,
right away end playback,stop,en,,,,
sæt noget på,playDefault,da,,,,
i want you to play P1,playNamed,en,,,,P1
leave real quick,leaveSpeaker,en,,,,
volume up 5 right away,volumeUp,en,,5,,
can you please bring back the sound,unmute,en,,,,
ville du venligst sætte Lukas Graham på,playNamed,da,,,,
back to music,resume,en,,,,
could you please put on Taylor Swift,playNamed,en,,,,Taylor Swift
afspil favorit nummer 8,playFavoriteByNumber,da,,,8,
stop midlertidigt hurtigt,pause,da,,,,
vær så venlig at frakoble nu,leaveSpeaker,da,,,,
quickly a bit lower,volumeDown,en,,,,
real quick which favorites are there,listFavorites,en,,,,
afslut lydløs,unmute,da,,,,
bare skru ned med tyve,volumeDown,da,,20,,
no that's wrong,cancel,en,,,,
spil favorit nummer 7,playFavoriteByNumber,da,,,7,
just continue the song,resume,en,,,,
could you kindly show me my favorites,listFavorites,en,,,,
pause the speaker,pause,en,,,,
real quick find a restaurant nearby,unknown,en,,,,
lyder godt,confirm,da,,,,
spil videre hurtigt,resume,da,,,,
niveau tredive,setVolume,da,30,,,
ville du stoppe afspilningen,stop,da,,,,
ungroup this speaker now,leaveSpeaker,en,,,,
afspil favorit 8,playFavoriteByNumber,da,,,8,
ville du forbinde med ovenpå,joinSpeaker,da,,,,
lower the volume by 30 right now,volumeDown,en,,30,,
can you please play something,playDefault,en,,,,
connect to the living room,joinSpeaker,en,,,,
venligst vis mig mine favoritter,listFavorites,da,,,,
bare hæv lydstyrken med tredive,volumeUp,da,,30,,
separate the speaker,leaveSpeaker,en,,,,
right now make it louder,volumeUp,en,,,,
må jeg bede dig om at forbinde med entréen,joinSpeaker,da,,,,
stop det der hurtigt,cancel,da,,,,
affirmative,confirm,en,,,,
go ahead and silence it,mute,en,,,,
jeg vil gerne have at du tænde for lyden,unmute,da,,,,
vil du venligst spille Taylor Swift,playNamed,da,,,,
i want you to pause it right away,pause,en,,,,
can you turn the sound back on,unmute,en,,,,
venligst genoptag afspilningen,resume,da,,,,
sæt musikken på pause,pause,da,,,,
vent nej,cancel,da,,,,
ville du venligst tilslutte terrassen,joinSpeaker,da,,,,
would you hold the music,pause,en,,,,
go ahead and pause the music right away,pause,en,,,,
would you mind to play number five,playFavoriteByNumber,en,,,5,
fortæl mig mine favoritter nu,listFavorites,da,,,,
just go ahead and silence it,mute,en,,,,
would you freeze the music,pause,en,,,,
i need you to play favorite six,playFavoriteByNumber,en,,,6,
venligst sæt noget musik på,playDefault,da,,,,
set the volume to 20,setVolume,en,20,,,
vær venlig at spille The Daily,playNamed,da,,,,
lige klart det,confirm,da,,,,
quickly turn it up by 5,volumeUp,en,,5,,
kan du venligst fjerne lydløs,unmute,da,,,,
sæt favorit 7 på,playFavoriteByNumber,da,,,7,
kindly group with the bedroom,joinSpeaker,en,,,,
quickly yeah do it,confirm,en,,,,
just mute this,mute,en,,,,
i would like you to join the office,joinSpeaker,en,,,,
right now mute that,mute,en,,,,
i want you to read out my favorites,listFavorites,en,,,,
of course now,confirm,en,,,,
bare ring til mor,unknown,da,,,,
what favourites do i have right now,listFavorites,en,,,,
quickly go silent,mute,en,,,,
nul lyd hurtigt,mute,da,,,,
fjern pause,resume,da,,,,
lige højere med femten,volumeUp,da,,15,,
would you make it quieter,volumeDown,en,,,,
now i would like you to mute,mute,en,,,,
i would like you to bring back the sound,unmute,en,,,,
louder by ten,volumeUp,en,,10,,
med det samme hvad har jeg som favoritter,listFavorites,da,,,,
right now i'd like you to disconnect,leaveSpeaker,en,,,,
lige skru op 20,volumeUp,da,,20,,
hvilke stationer har jeg,listFavorites,da,,,,
preset one,playFavoriteByNumber,en,,,1,
bare kør videre,resume,da,,,,
stop afspilningen hurtigt,stop,da,,,,
vær så venlig at tilslutte badeværelset,joinSpeaker,da,,,,
kan du venligst afspille morning playlist,playNamed,da,,,,
vær venlig at afspille rolig musik,playNamed,da,,,,
ville du afspille favorit nummer fem,playFavoriteByNumber,da,,,5,
right now mute the song,mute,en,,,,
hurtigt åbn garageporten,unknown,da,,,,
i need you to play number seven,playFavoriteByNumber,en,,,7,
nu skru ned med tredive,volumeDown,da,,30,,
kan du tilslutte spisestuen,joinSpeaker,da,,,,
pause musikken nu,pause,da,,,,
what favorites do i have now,listFavorites,en,,,,
ville du venligst spille noget,playDefault,da,,,,
med det samme lydløs,mute,da,,,,
real quick that's right,confirm,en,,,,
would you please stop the music,stop,en,,,,
ville du sætte Volbeat på,playNamed,da,,,,
med det samme afspil noget,playDefault,da,,,,
start playing again,resume,en,,,,
could you mute the speaker,mute,en,,,,
quickly directions to the airport,unknown,en,,,,
i want sound,unmute,en,,,,
skru ned med tredive nu,volumeDown,da,,30,,
nu næ,cancel,da,,,,
quickly unmute the audio,unmute,en,,,,
could you please join the bedroom,joinSpeaker,en,,,,
nu lav en pause,pause,da,,,,
quickly i'd like you to keep playing,resume,en,,,,
jeg vil gerne have at du afspille NPR,playNamed,da,,,,
please mute the speaker,mute,en,,,,
kindly put on Lukas Graham,playNamed,en,,,,Lukas Graham
right now sound back on,unmute,en,,,,
hvor er det nærmeste supermarked nu,unknown,da,,,,
med det samme højere med 15,volumeUp,da,,15,,
go ahead and play favorite two,playFavoriteByNumber,en,,,2,
can you mute the speaker,mute,en,,,,
go ahead and set volume to 15,setVolume,en,15,,,
kunne du venligst ophæve pausen,resume,da,,,,
right now go ahead and leave the group,leaveSpeaker,en,,,,
now list my favorites,listFavorites,en,,,,
real quick go ahead and play something,playDefault,en,,,,
cancel that now,cancel,en,,,,
i need you to pause,pause,en,,,,
right now put something on,playDefault,en,,,,
resume the song real quick,resume,en,,,,
would you put the volume at zero,setVolume,en,0,,,
i'd like you to play hip hop,playNamed,en,,,,hip hop
can you group with the upstairs speaker,joinSpeaker,en,,,,
kan du venligst indstille lydstyrken til 15,setVolume,da,15,,,
nu vis listen,listFavorites,da,,,,
where's the nearest grocery right now,unknown,en,,,,
explain quantum physics,unknown,en,,,,
could you group with the garden,joinSpeaker,en,,,,
can you please put on P4,playNamed,en,,,,P4
end mute right away,unmute,en,,,,
right away how do i bake a cake,unknown,en,,,,
continue the music,resume,en,,,,
kunne du tænde for lyden,unmute,da,,,,
kan du venligst sætte på lydløs,mute,da,,,,
må jeg bede dig om at spille musik,playDefault,da,,,,
lidt lavere med det samme,volumeDown,da,,,,
ville du spille musik,playDefault,da,,,,
go ahead and play number eight,playFavoriteByNumber,en,,,8,
quickly i would like you to continue,resume,en,,,,
play my songs right away,playDefault,en,,,,
nok musik,stop,da,,,,
could you please put on Bob Dylan,playNamed,en,,,,Bob Dylan
set the thermostat to seventy real quick,unknown,en,,,,
vil du forlade gruppen,leaveSpeaker,da,,,,
vær stille,mute,da,,,,
skru op med fem hurtigt,volumeUp,da,,5,,
kan du spille favorit 5,playFavoriteByNumber,da,,,5,
split from the group right now,leaveSpeaker,en,,,,
would you please play favorite 5,playFavoriteByNumber,en,,,5,
ville du gruppere med haven,joinSpeaker,da,,,,
can you continue,resume,en,,,,
kan du venligst ændre lydstyrken til 65,setVolume,da,65,,,
venligst kom i gang,confirm,da,,,,
skru op med 30,volumeUp,da,,30,,
spil overalt,joinSpeaker,da,,,,
kindly ungroup,leaveSpeaker,en,,,,
lavere med 20 hurtigt,volumeDown,da,,20,,
go ahead and kill the music right now,stop,en,,,,
merge with the garden,joinSpeaker,en,,,,
tag tråden op igen med det samme,resume,da,,,,
what stations are saved,listFavorites,en,,,,
glem alt om det,cancel,da,,,,
skru op med tyve,volumeUp,da,,20,,
i'd like you to turn it down,volumeDown,en,,,,
forbind til badeværelset,joinSpeaker,da,,,,
sluk for sangen,stop,da,,,,
can you please play This American Life,playNamed,en,,,,This American Life
i need you to freeze the music,pause,en,,,,
make me a sandwich real quick,unknown,en,,,,
just i'd like you to play something,playDefault,en,,,,
right now continue playing,resume,en,,,,
gør det nu,confirm,da,,,,
hurtigt fjern dæmpning,unmute,da,,,,
forlad klyngen,leaveSpeaker,da,,,,
ville du venligst ændre lydstyrken til 20,setVolume,da,20,,,
connect to the dining room,joinSpeaker,en,,,,
please put on some music,playDefault,en,,,,
would you mind to play something,playDefault,en,,,,
join kontoret,joinSpeaker,da,,,,
put on some music right now,playDefault,en,,,,
bare lavere med 5,volumeDown,da,,5,,
send a message to john,unknown,en,,,,
now go ahead and freeze the music,pause,en,,,,
right now lower the volume by 30,volumeDown,en,,30,,
lige skru op med 15,volumeUp,da,,15,,
nu skru ned med femogtyve,volumeDown,da,,25,,
now unlink,leaveSpeaker,en,,,,
venligst udregn drikkepengene,unknown,da,,,,
right away start playback,playDefault,en,,,,
cancel the action,cancel,en,,,,
right away that's correct,confirm,en,,,,
vil du pause musikken,pause,da,,,,
more music now,resume,en,,,,
i need you to play number nine,playFavoriteByNumber,en,,,9,
i want you to set volume to 10,setVolume,en,10,,,
bare tilbage til normal lyd,unmute,da,,,,
abort right away,cancel,en,,,,
would you start playing,playDefault,en,,,,
actually no right away,cancel,en,,,,
mute the audio real quick,mute,en,,,,
gå solo med det samme,leaveSpeaker,da,,,,
add me to the patio,joinSpeaker,en,,,,
afspil noget musik med det samme,playDefault,da,,,,
jeg vil bede dig om at skrue op for lyden,volumeUp,da,,,,
real quick increase volume by 30,volumeUp,en,,30,,
afbryd handlingen hurtigt,cancel,da,,,,
could you please silence it,mute,en,,,,
real quick skip it,cancel,en,,,,
right now continue the song,resume,en,,,,
stop this,stop,en,,,,
go ahead and show me my favorites,listFavorites,en,,,,
real quick tell me a fun fact,unknown,en,,,,
må jeg bede dig om at afspille Kendrick Lamar,playNamed,da,,,,
real quick what's in my favorites,listFavorites,en,,,,
any new messages right away,unknown,en,,,,
bare fjern dæmpning,unmute,da,,,,
show my favorites real quick,listFavorites,en,,,,
hurtigt tag pausen af,resume,da,,,,
jeg vil bede dig om at mute,mute,da,,,,
disconnect from everyone right now,leaveSpeaker,en,,,,
could you kill the sound,mute,en,,,,
just decrease volume by 5,volumeDown,en,,5,,
just resume playing,resume,en,,,,
hold op med at spille,stop,da,,,,
i want to hear Adele,playNamed,en,,,,Adele
korrekt,confirm,da,,,,
hurtigt tavs,mute,da,,,,
bare lyd fra,mute,da,,,,
vær så venlig at gruppere med terrassen,joinSpeaker,da,,,,
bare værsgod,confirm,da,,,,
go ahead and group with the patio,joinSpeaker,en,,,,
nu spil bare her,leaveSpeaker,da,,,,
mute that now,mute,en,,,,
lige sæt musikken på lydløs,mute,da,,,,
ville du venligst spille favorit 4,playFavoriteByNumber,da,,,4,
giv mig en pause,pause,da,,,,
stop al musik med det samme,stop,da,,,,
stop det der nu,cancel,da,,,,
would you mind to join the basement,joinSpeaker,en,,,,
just show me the favorites,listFavorites,en,,,,
right now i would like you to unpause,resume,en,,,,
må jeg bede dig om at holde pause,pause,da,,,,
read the favorites,listFavorites,en,,,,
kill the music,stop,en,,,,
kindly play music,playDefault,en,,,,
kan du sætte musik på,playDefault,da,,,,
ville du venligst tilslutte kontoret,joinSpeaker,da,,,,
can you please carry on,resume,en,,,,
now audio off,mute,en,,,,
i want you to increase the volume,volumeUp,en,,,,
change volume to seventy-five,setVolume,en,75,,,
gør det sådan nu,confirm,da,,,,
vær venlig at ophæve pausen,resume,da,,,,
ville du venligst sætte lydstyrken til tyve,setVolume,da,20,,,
would you please play favorite five,playFavoriteByNumber,en,,,5,
afslut afspilningen med det samme,stop,da,,,,
link to the office,joinSpeaker,en,,,,
now go ahead and unpause,resume,en,,,,
just leave the speakers,leaveSpeaker,en,,,,
vil du vise mine favoritter,listFavorites,da,,,,
disconnect from everyone,leaveSpeaker,en,,,,
lige bestil pizza,unknown,da,,,,
connect to the bedroom,joinSpeaker,en,,,,
quickly yes thanks,confirm,en,,,,
halt the music real quick,pause,en,,,,
silence real quick,mute,en,,,,
bare spil solo,leaveSpeaker,da,,,,
quieter by 20,volumeDown,en,,20,,
increase volume by 15,volumeUp,en,,15,,
sync with the basement,joinSpeaker,en,,,,
vil du spille favorit 1,playFavoriteByNumber,da,,,1,
kunne du liste mine favoritter,listFavorites,da,,,,
vær venlig at tilslutte entréen,joinSpeaker,da,,,,
kunne du venligst genoptage,resume,da,,,,
i would like you to play favorite one,playFavoriteByNumber,en,,,1,
play together with the upstairs speaker,joinSpeaker,en,,,,
abort the action,cancel,en,,,,
ville du venligst gruppere med stuen,joinSpeaker,da,,,,
med det samme sluk for musikken,stop,da,,,,
lige afspil noget musik,playDefault,da,,,,
vil du forbinde med terrassen,joinSpeaker,da,,,,
real quick unpause the music,resume,en,,,,
would you please group with the office,joinSpeaker,en,,,,
could you join the patio,joinSpeaker,en,,,,
just show me what's saved,listFavorites,en,,,,
jeg vil gerne have at du spille This American Life,playNamed,da,,,,
increase the volume now,volumeUp,en,,,,
kunne du venligst spille musik,playDefault,da,,,,
join the group with the office,joinSpeaker,en,,,,
sæt klassisk på,playNamed,da,,,,klassisk
kan du fjerne dæmpningen,unmute,da,,,,
now turn it up by 30,volumeUp,en,,30,,
mindre lydstyrke med det samme,volumeDown,da,,,,
play favourite 10,playFavoriteByNumber,en,,,10,
sluk,stop,da,,,,
would you please continue,resume,en,,,,
start Pop FM,playNamed,da,,,,Pop FM
sænk lydstyrken med det samme,volumeDown,da,,,,
ville du venligst sætte lydstyrken til 25,setVolume,da,25,,,
real quick i need you to silence it,mute,en,,,,
hvad er hovedstaden i frankrig nu,unknown,da,,,,
vær venlig at spille study music,playNamed,da,,,,
now i'd like you to unpause,resume,en,,,,
kindly play number four,playFavoriteByNumber,en,,,4,
lydstyrke til 70,setVolume,da,70,,,
can you please make it quieter,volumeDown,en,,,,
could you kill the music,stop,en,,,,
what's today's date,unknown,en,,,,
med det samme pause det,pause,da,,,,
right away how far is copenhagen,unknown,en,,,,
remove this from the group,leaveSpeaker,en,,,,
just get back to it,resume,en,,,,
would you mind to list my favorites,listFavorites,en,,,,
lige fjern denne højttaler fra gruppen,leaveSpeaker,da,,,,
level 45,setVolume,en,45,,,
venligst sluk for al lyd,mute,da,,,,
just play whatever you want,playDefault,en,,,,
could you turn it down,volumeDown,en,,,,
let's pause right now,pause,en,,,,
exit mute right now,unmute,en,,,,
right now end the song,stop,en,,,,
med det samme lyd til,unmute,da,,,,
real quick lock the door,unknown,en,,,,
lyd igen,unmute,da,,,,
goodbye,unknown,en,,,,
hurtigt vær så venlig at holde pause,pause,da,,,,
now cancel that,cancel,en,,,,
kør bare på nu,confirm,da,,,,
ikke gør det der,cancel,da,,,,
bare vent lidt,pause,da,,,,
please freeze the music,pause,en,,,,
jeg vil bede dig om at afspille Genstart,playNamed,da,,,,
turn it down by five now,volumeDown,en,,5,,
go ahead and play P7,playNamed,en,,,,P7
afspil hurtigt,playDefault,da,,,,
jeg vil høre musik nu,playDefault,da,,,,
could you please set volume to 100,setVolume,en,100,,,
right away read the favorites,listFavorites,en,,,,
just tell me my favorites,listFavorites,en,,,,
jeg vil bede dig om at spille favorit seks,playFavoriteByNumber,da,,,6,
real quick remind me to buy milk,unknown,en,,,,
hurtigt spil musik,playDefault,da,,,,
play with the office,joinSpeaker,en,,,,
kindly pause,pause,en,,,,
quickly turn the volume up,volumeUp,en,,,,
please group with the hallway,joinSpeaker,en,,,,
would you resume,resume,en,,,,
can you resume,resume,en,,,,
quickly affirmative,confirm,en,,,,
give me Classic FM,playNamed,en,,,,Classic FM
right away what's the score of the game,unknown,en,,,,
vær venlig at afspille This American Life,playNamed,da,,,,
can you please join the dining room,joinSpeaker,en,,,,
play favorite 4,playFavoriteByNumber,en,,,4,
would you mind to group with the patio,joinSpeaker,en,,,,
kunne du venligst frakoble,leaveSpeaker,da,,,,
would you change the volume to 0,setVolume,en,0,,,
pause afspilningen nu,pause,da,,,,
i want you to pause,pause,en,,,,
lige rigtigt,confirm,da,,,,
spil noget musik,playDefault,da,,,,
fire up P5,playNamed,en,,,,P5
play P2 for me,playNamed,en,,,,P2
right now quieter by five,volumeDown,en,,5,,
lidt mere stille,volumeDown,da,,,,
split off right away,leaveSpeaker,en,,,,
jeg bekræfter,confirm,da,,,,
venligst fortsæt med musikken,resume,da,,,,
indstil lydstyrken til 1,setVolume,da,1,,,
real quick volume down thirty,volumeDown,en,,30,,
i want you to play number 3,playFavoriteByNumber,en,,,3,
real quick i'd like you to pause it,pause,en,,,,
turn it up,volumeUp,en,,,,
lige træd tilbage,cancel,da,,,,
right away stop the track,stop,en,,,,
how cold is it,unknown,en,,,,
right now quieter by thirty,volumeDown,en,,30,,
real quick i want you to continue,resume,en,,,,
right now goodbye,unknown,en,,,,
vær så venlig at sætte BBC Radio 1 på,playNamed,da,,,,
right now unmute the audio,unmute,en,,,,
connect to the upstairs speaker,joinSpeaker,en,,,,
turn it up by thirty right away,volumeUp,en,,30,,
skru ned 25,volumeDown,da,,25,,
kunne du spille favorit et,playFavoriteByNumber,da,,,1,
fjern al lyd med det samme,mute,da,,,,
i would like you to ungroup right now,leaveSpeaker,en,,,,
right away separate from the others,leaveSpeaker,en,,,,
jeg vil høre musik med det samme,playDefault,da,,,,
just sounds good,confirm,en,,,,
play number 5,playFavoriteByNumber,en,,,5,
kan du venligst afslutte musikken,stop,da,,,,
show my favorites,listFavorites,en,,,,
stop that real quick,stop,en,,,,
would you mind to play favorite three,playFavoriteByNumber,en,,,3,
turn the volume down right now,volumeDown,en,,,,
can you play music,playDefault,en,,,,
vil du tænde lyden igen,unmute,da,,,,
bare højere med 5,volumeUp,da,,5,,
raise it right away,volumeUp,en,,,,
hvem har lavet dig,unknown,da,,,,
i'd like you to tell me my favorites,listFavorites,en,,,,
i changed my mind real quick,cancel,en,,,,
tænd for højttaleren hurtigt,unmute,da,,,,
skru op 25,volumeUp,da,,25,,
i'd like you to unpause now,resume,en,,,,
i'd like you to turn off the music,stop,en,,,,
pick it back up,resume,en,,,,
fortæl en vittighed,unknown,da,,,,
right away play only here,leaveSpeaker,en,,,,
kunne du venligst gruppere med badeværelset,joinSpeaker,da,,,,
kunne du venligst pause musikken,pause,da,,,,
venligst næ,cancel,da,,,,
med det samme gå solo,leaveSpeaker,da,,,,
lige jeg vil have ro,stop,da,,,,
now what favorites do i have,listFavorites,en,,,,
lige vis mine favoritter,listFavorites,da,,,,
remove this from the group real quick,leaveSpeaker,en,,,,
lige lad os spille et spil,unknown,da,,,,
can you play favorite 10,playFavoriteByNumber,en,,,10,
jeg vil bede dig om at afspille favorit nummer seks,playFavoriteByNumber,da,,,6,
kindly read out my favorites,listFavorites,en,,,,
spil favorit nummer ti,playFavoriteByNumber,da,,,10,
vær stille med det samme,mute,da,,,,
må jeg bede dig om at afspille favorit nummer 5,playFavoriteByNumber,da,,,5,
right away louder by 10,volumeUp,en,,10,,
just go for it,confirm,en,,,,
fire up NPR,playNamed,en,,,,NPR
venligst skru op for lyden,volumeUp,da,,,,
show my favourites now,listFavorites,en,,,,
ikke gør det nu,cancel,da,,,,
jeg vil bede dig om at tilslutte badeværelset,joinSpeaker,da,,,,
stop right there right away,cancel,en,,,,
sænk lydstyrken med tredive,volumeDown,da,,30,,
bare giv mig lyden igen,unmute,da,,,,
turn off the audio,stop,en,,,,
klart med det samme,confirm,da,,,,
please hold the music,pause,en,,,,
go ahead and stop playing,stop,en,,,,
vær så venlig at pause musikken,pause,da,,,,
nu ikke gør det,cancel,da,,,,
right now volume up 30,volumeUp,en,,30,,
i want you to group with the upstairs speaker,joinSpeaker,en,,,,
lige okay,confirm,da,,,,
frakobl højttaleren med det samme,leaveSpeaker,da,,,,
halt the music,pause,en,,,,
vær venlig at sætte klassisk musik på,playNamed,da,,,,
sure right away,confirm,en,,,,
skru ned for musikken med det samme,volumeDown,da,,,,
go ahead and join the hallway,joinSpeaker,en,,,,
giv mig en gåde hurtigt,unknown,da,,,,
pause this right now,pause,en,,,,
hurtigt ikke denne gang,cancel,da,,,,
nu hold pause,pause,da,,,,
i'd like you to set volume to 1,setVolume,en,1,,,
må jeg bede dig om at tilslutte ovenpå,joinSpeaker,da,,,,
afbryd alt,cancel,da,,,,
hvor langt er der til københavn,unknown,da,,,,
rigtigt,confirm,da,,,,
ikke mere musik hurtigt,stop,da,,,,
play my songs,playDefault,en,,,,
now put on some music,playDefault,en,,,,
confirm right away,confirm,en,,,,
lydniveau 20,setVolume,da,20,,,
kunne du tilslutte haven,joinSpeaker,da,,,,
i'd like you to disconnect now,leaveSpeaker,en,,,,
would you group with the upstairs speaker,joinSpeaker,en,,,,
volume up twenty-five right away,volumeUp,en,,25,,
quickly start the music,playDefault,en,,,,
ville du venligst dæmpe lyden,mute,da,,,,
no that's wrong now,cancel,en,,,,
real quick tell me a story,unknown,en,,,,
vil du gøre det lavere,volumeDown,da,,,,
nu ja lad os,confirm,da,,,,
i need you to put the volume at 5,setVolume,en,5,,,
åbn garageporten,unknown,da,,,,
lige lyder rigtigt,confirm,da,,,,
jeg vil bede dig om at skrue op,volumeUp,da,,,,
i would like you to change the volume to 1,setVolume,en,1,,,
fjern dæmpningen hurtigt,unmute,da,,,,
vil du venligst pause,pause,da,,,,
go ahead and stop right away,stop,en,,,,
now louder by 15,volumeUp,en,,15,,
can you please mute the speaker,mute,en,,,,
can you please end the music,stop,en,,,,
tell me a story,unknown,en,,,,
jeg vil gerne have at du fortælle mig mine favoritter,listFavorites,da,,,,
slå på lydløs,mute,da,,,,
vær så venlig at spille Mew,playNamed,da,,,,
i want you to resume right away,resume,en,,,,
kan du spille favorit 4,playFavoriteByNumber,da,,,4,
hvem er du,unknown,da,,,,
could you group with the office,joinSpeaker,en,,,,
venligst hvad har jeg gemt,listFavorites,da,,,,
i would like you to play favorite 10,playFavoriteByNumber,en,,,10,
real quick what's on my favorites list,listFavorites,en,,,,
hæv lydstyrken med 25,volumeUp,da,,25,,
kan du skrue ned for lyden,volumeDown,da,,,,
kindly play number one,playFavoriteByNumber,en,,,1,
leave the speakers,leaveSpeaker,en,,,,
volume level thirty,setVolume,en,30,,,
venligst genoptag sangen,resume,da,,,,
go ahead and disconnect right away,leaveSpeaker,en,,,,
ungroup,leaveSpeaker,en,,,,
cut audio right away,mute,en,,,,
give it a rest right now,pause,en,,,,
kunne du venligst fortælle mig mine favoritter,listFavorites,da,,,,
favourites list right away,listFavorites,en,,,,
right now hold the music,pause,en,,,,
vær så venlig at pause afspilningen nu,pause,da,,,,
hvordan er vejret,unknown,da,,,,
ophæv lydløs nu,unmute,da,,,,
would you mind to put on Volbeat,playNamed,en,,,,Volbeat
can you please disconnect,leaveSpeaker,en,,,,
forget about it right now,cancel,en,,,,
vil du venligst ændre lydstyrken til 80,setVolume,da,80,,,
i want you to put on P3,playNamed,en,,,,P3
what does bonjour mean real quick,unknown,en,,,,
could you kindly stop,stop,en,,,,
what favourites do i have,listFavorites,en,,,,
join the others,joinSpeaker,en,,,,
volume up fifteen right now,volumeUp,en,,15,,
can you play Nova FM,playNamed,en,,,,Nova FM
play The Daily for me,playNamed,en,,,,Daily
jeg vil gerne have at du skrue ned for lyden,volumeDown,da,,,,
right now list my presets,listFavorites,en,,,,
med det samme få musikken til at stoppe,stop,da,,,,
back out right away,cancel,en,,,,
i would like you to join the living room,joinSpeaker,en,,,,
hurtigt hæv lydstyrken med 10,volumeUp,da,,10,,
ville du afspille favorit nummer 6,playFavoriteByNumber,da,,,6,
put on the ambient music,playNamed,en,,,,ambient music
i would like you to change the volume to seventy,setVolume,en,70,,,
start something,playDefault,en,,,,
kunne du venligst fortsætte musikken,resume,da,,,,
spil for dig selv,leaveSpeaker,da,,,,
go ahead and leave the group right now,leaveSpeaker,en,,,,
real quick let it resume,resume,en,,,,
vil du stoppe musikken,stop,da,,,,
bare læs hele listen op,listFavorites,da,,,,
pause for now,pause,en,,,,
could you kindly play favorite five,playFavoriteByNumber,en,,,5,
quickly all right then,confirm,en,,,,
quickly favourites list,listFavorites,en,,,,
now list favorites,listFavorites,en,,,,
ville du venligst vise mine favoritter,listFavorites,da,,,,
can you put the volume at one hundred,setVolume,en,100,,,
right now calculate the tip,unknown,en,,,,
turn the volume up,volumeUp,en,,,,
hurtigt sluk for al lyd,mute,da,,,,
må jeg bede dig om at forlade gruppen,leaveSpeaker,da,,,,
afsynkroniser med det samme,leaveSpeaker,da,,,,
go ahead and kill the music real quick,stop,en,,,,
dæmp lyden nu,mute,da,,,,
spil det igen,resume,da,,,,
what's the capital of france right now,unknown,en,,,,
perfekt hurtigt,confirm,da,,,,
i need you to resume,resume,en,,,,
ville du afspille favorit nummer ni,playFavoriteByNumber,da,,,9,
halt playback,pause,en,,,,
right away louder by ten,volumeUp,en,,10,,
quickly play only here,leaveSpeaker,en,,,,
show my favorites right away,listFavorites,en,,,,
vær så venlig at sætte Pink Floyd på,playNamed,da,,,,
ville du ændre lydstyrken til 60,setVolume,da,60,,,
i want you to play number four,playFavoriteByNumber,en,,,4,
lydstyrke 85,setVolume,da,85,,,
real quick what's saved as a favorite,listFavorites,en,,,,
fire up ambient music,playNamed,en,,,,ambient music
bare mere musik,resume,da,,,,
mute the speaker right now,mute,en,,,,
just leave the cluster,leaveSpeaker,en,,,,
nu oversæt dette til tysk,unknown,da,,,,
kan du forbinde med spisestuen,joinSpeaker,da,,,,
real quick freeze it,pause,en,,,,
can you put the volume at 5,setVolume,en,5,,,
real quick turn on the audio,unmute,en,,,,
jeg vil bede dig om at fjerne lydløs,unmute,da,,,,
right away louder,volumeUp,en,,,,
stop pausen,resume,da,,,,
can you put the volume at ten,setVolume,en,10,,,
what's twelve times eight right now,unknown,en,,,,
please change the volume to 70,setVolume,en,70,,,
could you put the volume at forty,setVolume,en,40,,,
can you silence it,mute,en,,,,
nu fortsæt sangen,resume,da,,,,
play just here now,leaveSpeaker,en,,,,
vær så venlig at fortælle mig mine favoritter,listFavorites,da,,,,
list favorites,listFavorites,en,,,,
i need you to pause right now,pause,en,,,,
yes do it,confirm,en,,,,
ville du venligst sætte workout mix på,playNamed,da,,,,
right now no,cancel,en,,,,
back out real quick,cancel,en,,,,
vær så venlig at skrue ned nu,volumeDown,da,,,,
right now great,confirm,en,,,,
just split from the group,leaveSpeaker,en,,,,
start the klassisk musik,playNamed,en,,,,klassisk musik
venligst vær så venlig at fortsætte,resume,da,,,,
volume seventy-five,setVolume,en,75,,,
could you please put on Kendrick Lamar,playNamed,en,,,,Kendrick Lamar
right away play,playDefault,en,,,,
separate from the others right now,leaveSpeaker,en,,,,
kindly play favorite 1,playFavoriteByNumber,en,,,1,
venligst afbryd alt,cancel,da,,,,
would you put the volume at 10,setVolume,en,10,,,
link to the dining room,joinSpeaker,en,,,,
quickly what's the score of the game,unknown,en,,,,
nu vær så venlig at starte musikken,playDefault,da,,,,
med det samme skru ned med 10,volumeDown,da,,10,,
right now quieter by twenty-five,volumeDown,en,,25,,
sænk volumen nu,volumeDown,da,,,,
pause the track now,pause,en,,,,
hurtigt sluk lydløs,unmute,da,,,,
i'd like you to mute right away,mute,en,,,,
quickly resume the music,resume,en,,,,
would you please group with the basement,joinSpeaker,en,,,,
sound on right now,unmute,en,,,,
quickly sound off,mute,en,,,,
please group with the garden,joinSpeaker,en,,,,
could you kindly pause the music,pause,en,,,,
cease the music real quick,stop,en,,,,
sæt volumen til femogtyve,setVolume,da,25,,,
start the music,playDefault,en,,,,
