text,label,lang,volumeValue,volumeDelta,favoriteNumber,favoriteName
ville du gruppere med kælderen,joinSpeaker,da,,,,
kan du venligst indstille lydstyrken til 15,setVolume,da,15,,,
nu vis listen,listFavorites,da,,,,
what's the news,unknown,en,,,,
any sports updates now,unknown,en,,,,
i want you to join the living room,joinSpeaker,en,,,,
can you please put on P4,playNamed,en,,,,P4
vil du tænde for lyden,unmute,da,,,,
right now turn the sound back on,unmute,en,,,,
continue the music,resume,en,,,,
are you a robot right away,unknown,en,,,,
venligst jeg vil have ro,mute,da,,,,
må jeg bede dig om at spille musik,playDefault,da,,,,
i'd like you to play with the bedroom,joinSpeaker,en,,,,
ville du spille musik,playDefault,da,,,,
go ahead and play number eight,playFavoriteByNumber,en,,,8,
quickly i would like you to continue,resume,en,,,,
play my songs right away,playDefault,en,,,,
nok musik,stop,da,,,,
could you please put on Bob Dylan,playNamed,en,,,,Bob Dylan
just ya,confirm,en,,,,
frakobl denne højttaler nu,leaveSpeaker,da,,,,
jeg vil gerne have at du slukke for lyden,mute,da,,,,
skru op med fem hurtigt,volumeUp,da,,5,,
kan du spille favorit 5,playFavoriteByNumber,da,,,5,
stop deling,leaveSpeaker,da,,,,
would you please play favorite 5,playFavoriteByNumber,en,,,5,
med det samme vær så venlig at adskille højttaleren,leaveSpeaker,da,,,,
can you continue,resume,en,,,,
kan du venligst ændre lydstyrken til 65,setVolume,da,65,,,
right away no,cancel,en,,,,
skru op med 30,volumeUp,da,,30,,
i want sound,unmute,en,,,,
lige vær så venlig at ophæve dæmpningen,unmute,da,,,,
kan du venligst skrue ned for lyden,volumeDown,da,,,,
go ahead and kill the music right now,stop,en,,,,
i would like you to join the hallway,joinSpeaker,en,,,,
tag tråden op igen med det samme,resume,da,,,,
what stations are saved,listFavorites,en,,,,
hurtigt drop det,cancel,da,,,,
skru op med tyve,volumeUp,da,,20,,
i would like you to disconnect right away,leaveSpeaker,en,,,,
absolut,confirm,da,,,,
sluk for sangen,stop,da,,,,
can you please play This American Life,playNamed,en,,,,This American Life
i need you to freeze the music,pause,en,,,,
er du en robot,unknown,da,,,,
just i'd like you to play something,playDefault,en,,,,
right now continue playing,resume,en,,,,
join with the patio,joinSpeaker,en,,,,
abort the action right now,cancel,en,,,,
turn on the lights real quick,unknown,en,,,,
ville du venligst ændre lydstyrken til 20,setVolume,da,20,,,
i want you to join the bathroom,joinSpeaker,en,,,,
please put on some music,playDefault,en,,,,
would you mind to play something,playDefault,en,,,,
i'd like you to separate this speaker,leaveSpeaker,en,,,,
put on some music right now,playDefault,en,,,,
mute the audio,mute,en,,,,
nu vær tavs,mute,da,,,,
now go ahead and freeze the music,pause,en,,,,
real quick lower the volume by 5,volumeDown,en,,5,,
lige skru op med 15,volumeUp,da,,15,,
quickly leave group,leaveSpeaker,en,,,,
right now turn it down by thirty,volumeDown,en,,30,,
right away play solo,leaveSpeaker,en,,,,
bare vis mig mine favoritter,listFavorites,da,,,,
right away start playback,playDefault,en,,,,
right away cancel it,cancel,en,,,,
real quick do it,confirm,en,,,,
vil du pause musikken,pause,da,,,,
more music now,resume,en,,,,
i need you to play number nine,playFavoriteByNumber,en,,,9,
i want you to set volume to 10,setVolume,en,10,,,
just sounds good,confirm,en,,,,
exit mute right now,unmute,en,,,,
would you start playing,playDefault,en,,,,
glem den ting,cancel,da,,,,
just cut the sound,mute,en,,,,
venligst fjern denne højttaler fra gruppen,leaveSpeaker,da,,,,
would you please play with the office,joinSpeaker,en,,,,
afspil noget musik med det samme,playDefault,da,,,,
jeg vil bede dig om at skrue op for lyden,volumeUp,da,,,,
real quick increase volume by 30,volumeUp,en,,30,,
bare negativ,cancel,da,,,,
just silence it,mute,en,,,,
now negative,cancel,en,,,,
right now continue the song,resume,en,,,,
stop this,stop,en,,,,
go ahead and show me my favorites,listFavorites,en,,,,
nu lyd igen,unmute,da,,,,
må jeg bede dig om at afspille Kendrick Lamar,playNamed,da,,,,
real quick what's in my favorites,listFavorites,en,,,,
bring the sound back right now,unmute,en,,,,
vær så venlig at ophæve dæmpningen med det samme,unmute,da,,,,
show my favorites real quick,listFavorites,en,,,,
hurtigt tag pausen af,resume,da,,,,
split this speaker off,leaveSpeaker,en,,,,
bare skru ned med 5,volumeDown,da,,5,,
kunne du venligst forlade gruppen,leaveSpeaker,da,,,,
would you play with the office,joinSpeaker,en,,,,
just resume playing,resume,en,,,,
hold op med at spille,stop,da,,,,
i want to hear Adele,playNamed,en,,,,Adele
med det samme fint nok,confirm,da,,,,
would you please leave the group,leaveSpeaker,en,,,,
could you please unmute,unmute,en,,,,
can you turn the sound back on,unmute,en,,,,
perfekt med det samme,confirm,da,,,,
kindly play with the kitchen,joinSpeaker,en,,,,
abort that,cancel,en,,,,
quickly sound off,mute,en,,,,
tilslut højttaleren,joinSpeaker,da,,,,
ville du venligst spille favorit 4,playFavoriteByNumber,da,,,4,
giv mig en pause,pause,da,,,,
stop al musik med det samme,stop,da,,,,
would you please join the basement,joinSpeaker,en,,,,
kunne du venligst ophæve dæmpningen,unmute,da,,,,
just show me the favorites,listFavorites,en,,,,
right now i would like you to unpause,resume,en,,,,
må jeg bede dig om at holde pause,pause,da,,,,
read the favorites,listFavorites,en,,,,
kill the music,stop,en,,,,
kindly play music,playDefault,en,,,,
kan du sætte musik på,playDefault,da,,,,
can you separate this speaker,leaveSpeaker,en,,,,
can you please carry on,resume,en,,,,
that's not right real quick,cancel,en,,,,
i want you to increase the volume,volumeUp,en,,,,
change volume to seventy-five,setVolume,en,75,,,
skru ned med 10,volumeDown,da,,10,,
vær venlig at ophæve pausen,resume,da,,,,
ville du venligst sætte lydstyrken til tyve,setVolume,da,20,,,
would you please play favorite five,playFavoriteByNumber,en,,,5,
afslut afspilningen med det samme,stop,da,,,,
please mute the speaker,mute,en,,,,
now go ahead and unpause,resume,en,,,,
now stop syncing,leaveSpeaker,en,,,,
vil du vise mine favoritter,listFavorites,da,,,,
turn it down by five right now,volumeDown,en,,5,,
not anymore,cancel,en,,,,
could you kindly play with the patio,joinSpeaker,en,,,,
nu stop deling,leaveSpeaker,da,,,,
halt the music real quick,pause,en,,,,
silent mode right away,mute,en,,,,
now remove this from the group,leaveSpeaker,en,,,,
would you make it quieter,volumeDown,en,,,,
increase volume by 15,volumeUp,en,,15,,
ville du venligst spille med badeværelset,joinSpeaker,da,,,,
vil du spille favorit 1,playFavoriteByNumber,da,,,1,
kunne du liste mine favoritter,listFavorites,da,,,,
i'd like you to turn the sound back on,unmute,en,,,,
kunne du venligst genoptage,resume,da,,,,
i would like you to play favorite one,playFavoriteByNumber,en,,,1,
quickly skip the action,cancel,en,,,,
now forget it,cancel,en,,,,
nu netop,confirm,da,,,,
med det samme sluk for musikken,stop,da,,,,
lige afspil noget musik,playDefault,da,,,,
med det samme sluk for lydløs,unmute,da,,,,
real quick unpause the music,resume,en,,,,
dæmp lidt,volumeDown,da,,,,
could you please join the bedroom,joinSpeaker,en,,,,
just show me what's saved,listFavorites,en,,,,
jeg vil gerne have at du spille This American Life,playNamed,da,,,,
increase the volume now,volumeUp,en,,,,
kunne du venligst spille musik,playDefault,da,,,,
could you group with the bedroom,joinSpeaker,en,,,,
sæt klassisk på,playNamed,da,,,,klassisk
hurtigt perfekt,confirm,da,,,,
now turn it up by 30,volumeUp,en,,30,,
mute the music,mute,en,,,,
play favourite 10,playFavoriteByNumber,en,,,10,
sluk,stop,da,,,,
would you please continue,resume,en,,,,
start Pop FM,playNamed,da,,,,Pop FM
bare mindre lyd,volumeDown,da,,,,
ville du venligst sætte lydstyrken til 25,setVolume,da,25,,,
quickly absolutely,confirm,en,,,,
goodbye right away,unknown,en,,,,
vær venlig at spille study music,playNamed,da,,,,
now i'd like you to unpause,resume,en,,,,
kindly play number four,playFavoriteByNumber,en,,,4,
lydstyrke til 70,setVolume,da,70,,,
can you please make it quieter,volumeDown,en,,,,
could you kill the music,stop,en,,,,
med det samme vær så venlig at ophæve dæmpningen,unmute,da,,,,
med det samme pause det,pause,da,,,,
what time is it now,unknown,en,,,,
tænd for højttaleren,unmute,da,,,,
just get back to it,resume,en,,,,
would you mind to list my favorites,listFavorites,en,,,,
text my wife now,unknown,en,,,,
level 45,setVolume,en,45,,,
tilknyt kontoret,joinSpeaker,da,,,,
just play whatever you want,playDefault,en,,,,
could you turn it down,volumeDown,en,,,,
let's pause right now,pause,en,,,,
jeg vil have lyden tilbage,unmute,da,,,,
right now end the song,stop,en,,,,
now yes thanks,confirm,en,,,,
kobl med entréen,joinSpeaker,da,,,,
jeg vil bede dig om at fjerne dæmpningen,unmute,da,,,,
nu farvel,unknown,da,,,,
hurtigt vær så venlig at holde pause,pause,da,,,,
kunne du venligst forbinde med stuen,joinSpeaker,da,,,,
now thank you,unknown,en,,,,
stop det der nu,cancel,da,,,,
bare vent lidt,pause,da,,,,
please freeze the music,pause,en,,,,
jeg vil bede dig om at afspille Genstart,playNamed,da,,,,
tone it down,volumeDown,en,,,,
go ahead and play P7,playNamed,en,,,,P7
afspil hurtigt,playDefault,da,,,,
jeg vil høre musik nu,playDefault,da,,,,
could you please set volume to 100,setVolume,en,100,,,
right away read the favorites,listFavorites,en,,,,
just tell me my favorites,listFavorites,en,,,,
jeg vil bede dig om at spille favorit seks,playFavoriteByNumber,da,,,6,
lidt mere stille,volumeDown,da,,,,
hurtigt spil musik,playDefault,da,,,,
please group with the patio,joinSpeaker,en,,,,
kindly pause,pause,en,,,,
quickly turn the volume up,volumeUp,en,,,,
luk lyden,mute,da,,,,
would you resume,resume,en,,,,
can you resume,resume,en,,,,
jeps,confirm,da,,,,
give me Classic FM,playNamed,en,,,,Classic FM
hvordan var din dag,unknown,da,,,,
vær venlig at afspille This American Life,playNamed,da,,,,
would you please group with the dining room,joinSpeaker,en,,,,
play favorite 4,playFavoriteByNumber,en,,,4,
jeg vil gerne have at du tilslutte stuen,joinSpeaker,da,,,,
bare adskil denne højttaler,leaveSpeaker,da,,,,
would you change the volume to 0,setVolume,en,0,,,
pause afspilningen nu,pause,da,,,,
i want you to pause,pause,en,,,,
leave the others,leaveSpeaker,en,,,,
spil noget musik,playDefault,da,,,,
fire up P5,playNamed,en,,,,P5
play P2 for me,playNamed,en,,,,P2
right now quieter by five,volumeDown,en,,5,,
be silent,mute,en,,,,
venligst hvor koldt er det,unknown,da,,,,
bare fint,confirm,da,,,,
venligst fortsæt med musikken,resume,da,,,,
indstil lydstyrken til 1,setVolume,da,1,,,
real quick volume down thirty,volumeDown,en,,30,,
i want you to play number 3,playFavoriteByNumber,en,,,3,
real quick i'd like you to pause it,pause,en,,,,
turn it up,volumeUp,en,,,,
group the speakers,joinSpeaker,en,,,,
right away stop the track,stop,en,,,,
i'd like you to group with the bedroom,joinSpeaker,en,,,,
lige skru ned,volumeDown,da,,,,
real quick i want you to continue,resume,en,,,,
i love you,unknown,en,,,,
vær så venlig at sætte BBC Radio 1 på,playNamed,da,,,,
just roll a dice,unknown,en,,,,
kan du venligst gruppere med ovenpå,joinSpeaker,da,,,,
turn it up by thirty right away,volumeUp,en,,30,,
lige del fra gruppen,leaveSpeaker,da,,,,
kunne du spille favorit et,playFavoriteByNumber,da,,,1,
audio on,unmute,en,,,,
venligst åbn garageporten,unknown,da,,,,
can you leave the group,leaveSpeaker,en,,,,
jeg vil høre musik med det samme,playDefault,da,,,,
quickly sounds good,confirm,en,,,,
play number 5,playFavoriteByNumber,en,,,5,
kan du venligst afslutte musikken,stop,da,,,,
show my favorites,listFavorites,en,,,,
stop that real quick,stop,en,,,,
would you mind to play favorite three,playFavoriteByNumber,en,,,3,
skru ned,volumeDown,da,,,,
can you play music,playDefault,en,,,,
sync to the bedroom,joinSpeaker,en,,,,
bare højere med 5,volumeUp,da,,5,,
raise it right away,volumeUp,en,,,,
regner det i morgen hurtigt,unknown,da,,,,
i'd like you to tell me my favorites,listFavorites,en,,,,
afbryd alt,cancel,da,,,,
normal lyd igen med det samme,unmute,da,,,,
skru op 25,volumeUp,da,,25,,
i'd like you to unpause now,resume,en,,,,
i'd like you to turn off the music,stop,en,,,,
pick it back up,resume,en,,,,
go ahead,confirm,en,,,,
jeg vil gerne have at du frakoble,leaveSpeaker,da,,,,
would you group with the garden,joinSpeaker,en,,,,
kunne du venligst pause musikken,pause,da,,,,
ville du venligst mute,mute,da,,,,
how did the lakers do,unknown,en,,,,
lige jeg vil have ro,stop,da,,,,
now what favorites do i have,listFavorites,en,,,,
lige vis mine favoritter,listFavorites,da,,,,
now forget that,cancel,en,,,,
of course now,confirm,en,,,,
can you play favorite 10,playFavoriteByNumber,en,,,10,
jeg vil bede dig om at afspille favorit nummer seks,playFavoriteByNumber,da,,,6,
kindly read out my favorites,listFavorites,en,,,,
spil favorit nummer ti,playFavoriteByNumber,da,,,10,
can you please group with the office,joinSpeaker,en,,,,
må jeg bede dig om at afspille favorit nummer 5,playFavoriteByNumber,da,,,5,
right away louder by 10,volumeUp,en,,10,,
ville du tilslutte køkkenet,joinSpeaker,da,,,,
fire up NPR,playNamed,en,,,,NPR
venligst skru op for lyden,volumeUp,da,,,,
show my favourites now,listFavorites,en,,,,
sænk lydstyrken med ti,volumeDown,da,,10,,
tilslut med entréen,joinSpeaker,da,,,,
real quick that's wrong,cancel,en,,,,
right now that's correct,confirm,en,,,,
right now sure thing,confirm,en,,,,
turn off the audio,stop,en,,,,
med det samme helt rigtigt,confirm,da,,,,
please hold the music,pause,en,,,,
go ahead and stop playing,stop,en,,,,
vær så venlig at pause musikken,pause,da,,,,
hvad skal jeg lave i dag,unknown,da,,,,
right now volume up 30,volumeUp,en,,30,,
i want you to group with the upstairs speaker,joinSpeaker,en,,,,
would you please restore the sound,unmute,en,,,,
venligst stop deling,leaveSpeaker,da,,,,
halt the music,pause,en,,,,
vær venlig at sætte klassisk musik på,playNamed,da,,,,
kom i gang,confirm,da,,,,
just yes let's,confirm,en,,,,
would you join the bathroom,joinSpeaker,en,,,,
mind mig om at købe mælk nu,unknown,da,,,,
pause this right now,pause,en,,,,
don't do it right away,cancel,en,,,,
nu hold pause,pause,da,,,,
i'd like you to set volume to 1,setVolume,en,1,,,
jeg vil bede dig om at gruppere med køkkenet,joinSpeaker,da,,,,
now incorrect,cancel,en,,,,
kan du venligst fjerne dæmpningen,unmute,da,,,,
yep right now,confirm,en,,,,
ikke mere musik hurtigt,stop,da,,,,
play my songs,playDefault,en,,,,
now put on some music,playDefault,en,,,,
frakobl nu,leaveSpeaker,da,,,,
med det samme sænk lydstyrken,volumeDown,da,,,,
lydniveau 20,setVolume,da,20,,,
jeg vil gerne have at du gruppere med entréen,joinSpeaker,da,,,,
real quick of course yes,confirm,en,,,,
would you please play with the bedroom,joinSpeaker,en,,,,
volume up twenty-five right away,volumeUp,en,,25,,
quickly start the music,playDefault,en,,,,
med det samme vær stille,mute,da,,,,
nej det vil jeg ikke nu,cancel,da,,,,
could you please kill the sound,mute,en,,,,
nu del fra gruppen,leaveSpeaker,da,,,,
now mute that,mute,en,,,,
i need you to put the volume at 5,setVolume,en,5,,,
kast en terning med det samme,unknown,da,,,,
back out of that,cancel,en,,,,
jeg vil bede dig om at skrue op,volumeUp,da,,,,
i would like you to change the volume to 1,setVolume,en,1,,,
hurtigt vær så venlig at fjerne dæmpningen,unmute,da,,,,
vil du venligst pause,pause,da,,,,
go ahead and stop right away,stop,en,,,,
now louder by 15,volumeUp,en,,15,,
now good morning,unknown,en,,,,
can you please end the music,stop,en,,,,
now any sports updates,unknown,en,,,,
jeg vil gerne have at du fortælle mig mine favoritter,listFavorites,da,,,,
synkroniser med badeværelset,joinSpeaker,da,,,,
vær så venlig at spille Mew,playNamed,da,,,,
i want you to resume right away,resume,en,,,,
kan du spille favorit 4,playFavoriteByNumber,da,,,4,
play only here,leaveSpeaker,en,,,,
oversæt dette til tysk hurtigt,unknown,da,,,,
what time is it,unknown,en,,,,
venligst hvad har jeg gemt,listFavorites,da,,,,
i would like you to play favorite 10,playFavoriteByNumber,en,,,10,
real quick what's on my favorites list,listFavorites,en,,,,
hæv lydstyrken med 25,volumeUp,da,,25,,
sænk volumen,volumeDown,da,,,,
kindly play number one,playFavoriteByNumber,en,,,1,
vær så venlig at ophæve dæmpningen,unmute,da,,,,
volume level thirty,setVolume,en,30,,,
venligst genoptag sangen,resume,da,,,,
vil du venligst forbinde med køkkenet,joinSpeaker,da,,,,
jeg vil gerne have at du forlade gruppen,leaveSpeaker,da,,,,
just go ahead and silence it,mute,en,,,,
give it a rest right now,pause,en,,,,
kunne du venligst fortælle mig mine favoritter,listFavorites,da,,,,
favourites list right away,listFavorites,en,,,,
right now hold the music,pause,en,,,,
vær så venlig at pause afspilningen nu,pause,da,,,,
right away no more playing,stop,en,,,,
tænd lyset nu,unknown,da,,,,
would you mind to put on Volbeat,playNamed,en,,,,Volbeat
kan du venligst spille med kælderen,joinSpeaker,da,,,,
right now bring back the sound,unmute,en,,,,
vil du venligst ændre lydstyrken til 80,setVolume,da,80,,,
i want you to put on P3,playNamed,en,,,,P3
right now good morning,unknown,en,,,,
could you kindly stop,stop,en,,,,
what favourites do i have,listFavorites,en,,,,
mute this now,mute,en,,,,
volume up fifteen right now,volumeUp,en,,15,,
can you play Nova FM,playNamed,en,,,,Nova FM
play The Daily for me,playNamed,en,,,,Daily
venligst gå solo,leaveSpeaker,da,,,,
right now list my presets,listFavorites,en,,,,
med det samme få musikken til at stoppe,stop,da,,,,
bare nej lad være,cancel,da,,,,
leave the group real quick,leaveSpeaker,en,,,,
hurtigt hæv lydstyrken med 10,volumeUp,da,,10,,
ville du afspille favorit nummer 6,playFavoriteByNumber,da,,,6,
put on the ambient music,playNamed,en,,,,ambient music
i would like you to change the volume to seventy,setVolume,en,70,,,
start something,playDefault,en,,,,
kunne du venligst fortsætte musikken,resume,da,,,,
præcis,confirm,da,,,,
vær så venlig at frakoble,leaveSpeaker,da,,,,
real quick let it resume,resume,en,,,,
vil du stoppe musikken,stop,da,,,,
bare læs hele listen op,listFavorites,da,,,,
pause for now,pause,en,,,,
could you kindly play favorite five,playFavoriteByNumber,en,,,5,
good right away,confirm,en,,,,
quickly favourites list,listFavorites,en,,,,
now list favorites,listFavorites,en,,,,
ville du venligst vise mine favoritter,listFavorites,da,,,,
can you put the volume at one hundred,setVolume,en,100,,,
hvordan siger man tak på spansk nu,unknown,da,,,,
turn the volume up,volumeUp,en,,,,
venligst vær så venlig at dæmpe lyden,mute,da,,,,
med det samme afbryd forbindelsen til gruppen,leaveSpeaker,da,,,,
right now any new messages,unknown,en,,,,
go ahead and kill the music real quick,stop,en,,,,
okay tak med det samme,confirm,da,,,,
spil det igen,resume,da,,,,
where's the nearest grocery right now,unknown,en,,,,
no thanks real quick,cancel,en,,,,
i need you to resume,resume,en,,,,
ville du afspille favorit nummer ni,playFavoriteByNumber,da,,,9,
halt playback,pause,en,,,,
right away louder by ten,volumeUp,en,,10,,
could you kindly disconnect,leaveSpeaker,en,,,,
show my favorites right away,listFavorites,en,,,,
vær så venlig at sætte Pink Floyd på,playNamed,da,,,,
ville du ændre lydstyrken til 60,setVolume,da,60,,,
i want you to play number four,playFavoriteByNumber,en,,,4,
lydstyrke 85,setVolume,da,85,,,
real quick what's saved as a favorite,listFavorites,en,,,,
fire up ambient music,playNamed,en,,,,ambient music
bare mere musik,resume,da,,,,
quickly kill the sound,mute,en,,,,
real quick unsync this,leaveSpeaker,en,,,,
hurtigt frakobl gruppen,leaveSpeaker,da,,,,
jeg vil bede dig om at tilslutte badeværelset,joinSpeaker,da,,,,
real quick freeze it,pause,en,,,,
can you put the volume at 5,setVolume,en,5,,,
right away make it so,confirm,en,,,,
right now lock the door,unknown,en,,,,
right away louder,volumeUp,en,,,,
stop pausen,resume,da,,,,
can you put the volume at ten,setVolume,en,10,,,
med det samme jo,confirm,da,,,,
please change the volume to 70,setVolume,en,70,,,
could you put the volume at forty,setVolume,en,40,,,
mute that right now,mute,en,,,,
nu fortsæt sangen,resume,da,,,,
just disconnect from the group,leaveSpeaker,en,,,,
vær så venlig at fortælle mig mine favoritter,listFavorites,da,,,,
list favorites,listFavorites,en,,,,
i need you to pause right now,pause,en,,,,
please do,confirm,en,,,,
ville du venligst sætte workout mix på,playNamed,da,,,,
right away stop that,cancel,en,,,,
no don't right now,cancel,en,,,,
vær så venlig at skrue ned nu,volumeDown,da,,,,
let's go now,confirm,en,,,,
tænd for højttaleren hurtigt,unmute,da,,,,
start the klassisk musik,playNamed,en,,,,klassisk musik
venligst vær så venlig at fortsætte,resume,da,,,,
volume seventy-five,setVolume,en,75,,,
could you please put on Kendrick Lamar,playNamed,en,,,,Kendrick Lamar
right away play,playDefault,en,,,,
just go ahead and ungroup,leaveSpeaker,en,,,,
kindly play favorite 1,playFavoriteByNumber,en,,,1,
can you join the upstairs speaker,joinSpeaker,en,,,,
would you put the volume at 10,setVolume,en,10,,,
lige hvad er temperaturen hjemme,unknown,da,,,,
kommer der sne i weekenden nu,unknown,da,,,,
nu vær så venlig at starte musikken,playDefault,da,,,,
forlad højttalerne,leaveSpeaker,da,,,,
right now quieter by twenty-five,volumeDown,en,,25,,
would you mute the speaker,mute,en,,,,
pause the track now,pause,en,,,,
right real quick,confirm,en,,,,
hurtigt sover du,unknown,da,,,,
quickly resume the music,resume,en,,,,
go ahead and group with the basement,joinSpeaker,en,,,,
bare split højttaleren,leaveSpeaker,da,,,,
sure thing,confirm,en,,,,
jeg vil bede dig om at forbinde med spisestuen,joinSpeaker,da,,,,
could you kindly pause the music,pause,en,,,,
cease the music real quick,stop,en,,,,
sæt volumen til femogtyve,setVolume,da,25,,,
start the music,playDefault,en,,,,
venligst sluk for lydløs,unmute,da,,,,
mere lydstyrke,volumeUp,da,,,,
read my favorites real quick,listFavorites,en,,,,
jeg vil gerne have at du spille noget,playDefault,da,,,,
i would like you to join the living room,joinSpeaker,en,,,,
med det samme afslut afspilningen,stop,da,,,,
just disconnect from everyone,leaveSpeaker,en,,,,
sæt på lydløs,mute,da,,,,
right now silence,mute,en,,,,
kunne du afspille favorit nummer 3,playFavoriteByNumber,da,,,3,
spil skak,unknown,da,,,,
sæt noget på nu,playDefault,da,,,,
stop the audio right away,stop,en,,,,
kan du venligst spille P6,playNamed,da,,,,
could you change the volume to 5,setVolume,en,5,,,
jeg vil bede dig om at hæve lydstyrken,volumeUp,da,,,,
kunne du venligst stoppe musikken,stop,da,,,,
would you mind to play number four,playFavoriteByNumber,en,,,4,
sæt klassisk musik på,playNamed,da,,,,klassisk musik
quickly keep playing,resume,en,,,,
right now unmute the audio,unmute,en,,,,
kan du indstille lydstyrken til femten,setVolume,da,15,,,
text my wife,unknown,en,,,,
vil du venligst stoppe,stop,da,,,,
right away play something,playDefault,en,,,,
when does the sun rise,unknown,en,,,,
let it resume,resume,en,,,,
jeg vil gerne have at du gruppere med kontoret,joinSpeaker,da,,,,
start Radio 24syv,playNamed,da,,,,Radio 24syv
i would like you to turn it up,volumeUp,en,,,,
show favorites right now,listFavorites,en,,,,
right away back to playing,resume,en,,,,
vær venlig at gruppere med haven,joinSpeaker,da,,,,
right away i want you to pause,pause,en,,,,
play the Genstart,playNamed,en,,,,Genstart
would you mind to set volume to fifty,setVolume,en,50,,,
kunne du venligst tilslutte spisestuen,joinSpeaker,da,,,,
changed my mind,cancel,en,,,,
continue playing right now,resume,en,,,,
just i want it to stop,stop,en,,,,
nu musik tak,playDefault,da,,,,
how far is copenhagen,unknown,en,,,,
exit silent mode real quick,unmute,en,,,,
cancel the action,cancel,en,,,,
bare musik tak,playDefault,da,,,,
bare skru op med femogtyve,volumeUp,da,,25,,
må jeg bede dig om at tilslutte spisestuen,joinSpeaker,da,,,,
now let's go,confirm,en,,,,
bare sænk lydstyrken med 10,volumeDown,da,,10,,
could you disconnect,leaveSpeaker,en,,,,
vær venlig at afspille favorit nummer ni,playFavoriteByNumber,da,,,9,
kør bare på,confirm,da,,,,
quickly turn it up by twenty,volumeUp,en,,20,,
stop the mute,unmute,en,,,,
naviger hjem nu,unknown,da,,,,
må jeg bede dig om at afspille favorit nummer 9,playFavoriteByNumber,da,,,9,
i want you to carry on right now,resume,en,,,,
list mine stationer,listFavorites,da,,,,
would you play favorite 2,playFavoriteByNumber,en,,,2,
go ahead and separate this speaker real quick,leaveSpeaker,en,,,,
could you kindly play P6,playNamed,en,,,,P6
tavs,mute,da,,,,
vær så venlig at tilslutte køkkenet,joinSpeaker,da,,,,
tone it down right away,volumeDown,en,,,,
lift mute right away,unmute,en,,,,
increase volume by 15 real quick,volumeUp,en,,15,,
now what's today's date,unknown,en,,,,
lige bestemt,confirm,da,,,,
just end silent mode,unmute,en,,,,
dæmp musikken med det samme,mute,da,,,,
i would like you to disconnect real quick,leaveSpeaker,en,,,,
i want you to restore the sound,unmute,en,,,,
kindly tell me my favorites,listFavorites,en,,,,
frakobl fra gruppen,leaveSpeaker,da,,,,
pause playback now,pause,en,,,,
vær venlig at starte musikken,playDefault,da,,,,
venligst bekræft,confirm,da,,,,
lige klart ja,confirm,da,,,,
hvilke favoritter har jeg,listFavorites,da,,,,
quickly i need you to stop,stop,en,,,,
jeg vil bede dig om at tænde for lyden,unmute,da,,,,
hurtigt hvad er mine favoritter,listFavorites,da,,,,
please stop playing,stop,en,,,,
stop pausen nu,resume,da,,,,
play preset eight,playFavoriteByNumber,en,,,8,
vil du venligst spille favorit 5,playFavoriteByNumber,da,,,5,
nu tak,unknown,da,,,,
spil mine sange,playDefault,da,,,,
farvel,unknown,da,,,,
could you please carry on,resume,en,,,,
jeg vil bede dig om at forlade gruppen,leaveSpeaker,da,,,,
vær så venlig at vise mine favoritter,listFavorites,da,,,,
i would like you to turn it down,volumeDown,en,,,,
just i want you to play something,playDefault,en,,,,
i want you to put on a song,playDefault,en,,,,
quieter by twenty,volumeDown,en,,20,,
kindly play favorite three,playFavoriteByNumber,en,,,3,
lyd igen nu,unmute,da,,,,
sæt det på pause hurtigt,pause,da,,,,
quickly how do you spell necessary,unknown,en,,,,
det passer hurtigt,confirm,da,,,,
vær venlig at holde op,stop,da,,,,
lyder rigtigt nu,confirm,da,,,,
fortsæt sangen nu,resume,da,,,,
vær venlig at pause,pause,da,,,,
kunne du venligst starte musikken,playDefault,da,,,,
freeze playback,pause,en,,,,
right now no thanks,cancel,en,,,,
ville du spille favorit otte,playFavoriteByNumber,da,,,8,
turn it off right now,stop,en,,,,
fjern mute,unmute,da,,,,
please group with the garden,joinSpeaker,en,,,,
now stop right there,stop,en,,,,
wait,pause,en,,,,
adskil højttaleren hurtigt,leaveSpeaker,da,,,,
tænd lyset med det samme,unknown,da,,,,
vær venlig at sætte på lydløs,mute,da,,,,
let's hear the Volbeat,playNamed,en,,,,Volbeat
quickly on second thought no,cancel,en,,,,
i would like you to unmute real quick,unmute,en,,,,
definitely yes now,confirm,en,,,,
quickly i'd like you to stop,stop,en,,,,
join with the hallway,joinSpeaker,en,,,,
sluk for musikken nu,stop,da,,,,
vil du indstille lydstyrken til 95,setVolume,da,95,,,
preset nine,playFavoriteByNumber,en,,,9,
læs mine favoritter op,listFavorites,da,,,,
ville du pause afspilningen,pause,da,,,,
hurtigt skru op med fem,volumeUp,da,,5,,
ja lad os,confirm,da,,,,
vis mig et kort over paris,unknown,da,,,,
jeg vil gerne have at du spille musik,playDefault,da,,,,
venligst højere med tyve,volumeUp,da,,20,,
sluk musikken,stop,da,,,,
vil du afspille musik,playDefault,da,,,,
venligst vær så venlig at ophæve pausen,resume,da,,,,
kan du venligst afspille favorit nummer 1,playFavoriteByNumber,da,,,1,
could you set volume to twenty,setVolume,en,20,,,
stil et quizspørgsmål nu,unknown,da,,,,
right now go ahead,confirm,en,,,,
shut it down,stop,en,,,,
would you please disconnect,leaveSpeaker,en,,,,
hurtigt spil videre,resume,da,,,,
